"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Description","Organisation","GLA","Centre Size","Number of GP's","Phone Number"
"Supermarket and Grocery Stores","Coles","Coles Devonport","86 Best St, Devonport, TAS, 7310","Devonport","7310","Tasmania","Australia","99.21","","","3300","","",""
"Supermarket and Grocery Stores","Coles","Coles Glenorchy","Main Rd & King George V Av, Glenorchy, TAS, 7010","Glenorchy","7010","Tasmania","Australia","100.49","","","4700","","",""
"Supermarket and Grocery Stores","Coles","Coles New Town","1 Risdon Rd, New Town, TAS, 7008","New Town","7008","Tasmania","Australia","104.02","","","2800","","",""
"Supermarket and Grocery Stores","Coles","Coles Ulverstone","16 Reiby St, Ulverstone, TAS, 7315","Ulverstone","7315","Tasmania","Australia","106.89","","","3200","","",""
"Supermarket and Grocery Stores","Coles","Coles Eastlands","1 Bligh St, Rosny, TAS, 7018","Rosny Park","7018","Tasmania","Australia","107.51","","","3600","","",""
"Supermarket and Grocery Stores","Coles","Coles Sandy Bay","246 Sandy Bay Rd, Sandy Bay, TAS, 7005","Sandy Bay","7005","Tasmania","Australia","108.8","","","2100","","",""
"Supermarket and Grocery Stores","Coles","Coles Sorell","12 Cole St, Sorell, TAS, 7172","Sorell","7172","Tasmania","Australia","109.11","","","3500","","",""
"Supermarket and Grocery Stores","Coles","Coles Glebe Hill","Cnr Pass Road and Grange Road, Howrah, TAS, 7018","Howrah","7018","Tasmania","Australia","112.06","","","3400","","",""
"Supermarket and Grocery Stores","Coles","Coles Kingston","John St & Channel Hwy, Kingston, TAS, 7050","Kingston","7050","Tasmania","Australia","116.09","","","3500","","",""
"Supermarket and Grocery Stores","Coles","Coles Burnie","26 Mount St, Burnie, TAS, 7320","Burnie","7320","Tasmania","Australia","127.85","","","2500","","",""
"Supermarket and Grocery Stores","Foodworks","East Devonport","156 Tarleton Street,  EAST DEVONPORT TAS 7310","East Devonport","7310","Tasmania","Australia","97.75","","","600","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Cressy","89 Main Street","Cressy","7302","Tasmania","Australia","48.38","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Ouse","6941 Lyell Highway","Ouse","7140","Tasmania","Australia","50.93","","","400","","",""
"Supermarket and Grocery Stores","IGA","Fellow's IGA Westbury","45 Meander Valley Road","Westbury","7303","Tasmania","Australia","56.41","","","1000","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Longford","22 Marlborough Street","Longford","7301","Tasmania","Australia","58.53","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Longford Hill Street Grocer","7a Wellington Street","Longford","7301","Tasmania","Australia","59.27","","","1000","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Oatlands","54 High Street","Oatlands","7120","Tasmania","Australia","61.87","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Perth","65 Main Road","Perth","7300","Tasmania","Australia","62.96","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Hadspen","37 Winifred Jane Cres","Hadspen","7290","Tasmania","Australia","65.18","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Campbell Town","113 High Street","Campbell Town","7210","Tasmania","Australia","65.24","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Youngtown","371 Hobart Road","Youngtown","7249","Tasmania","Australia","70.96","","","1000","","",""
"Supermarket and Grocery Stores","IGA","SUPA IGA Prospect","225-227 Westbury Road","Prospect","7250","Tasmania","Australia","71.1","","","1400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Launceston","5 Brougham Street","West Launceston","7250","Tasmania","Australia","73.02","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Norwood","1 Norwood Avenue","Norwood","7250","Tasmania","Australia","74.29","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Launceston","44 Invermay Road","Invermay","7248","Tasmania","Australia","75.9","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Ravenswood","2 Prossers Forest Road","Ravenswood","7250","Tasmania","Australia","77.72","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Sheffield","59 Main Street","Sheffield","7306","Tasmania","Australia","78.77","","","300","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Newnham","113 George Town Road","Newnham","7248","Tasmania","Australia","79.21","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Exeter","112 Main Road","Exeter","7275","Tasmania","Australia","83.36","","","400","","",""
"Supermarket and Grocery Stores","IGA","Exeter IGA Everyday","118 Main Road","Exeter","7275","Tasmania","Australia","83.39","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress New Norfolk","41/45 Benjamin Terrace","New Norfolk","7140","Tasmania","Australia","87.14","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Latrobe Hill Street Grocer","108 - 114 Gilbert Street","Latrobe","7307","Tasmania","Australia","91.55","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA Shearwater Pommy Paul's Supermarkets","79 Gilbert Street","Latrobe","7307","Tasmania","Australia","91.76","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Beaconsfield","106 Weld Street","Beaconsfield","7270","Tasmania","Australia","92.28","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Beaconsfield","116 Weld Street","Beaconsfield","7270","Tasmania","Australia","92.33","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Austins Ferry","162 Main Road","Austins Ferry","7011","Tasmania","Australia","94.55","","","400","","",""
"Supermarket and Grocery Stores","IGA","SUPA IGA Spreyton","92-94 Mersey Main Road","Spreyton","7310","Tasmania","Australia","95.23","","","1000","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Queenstown Evans","52 Orr Street","Queenstown","7467","Tasmania","Australia","95.81","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Queenstown Railway","30 Orr Street","Queenstown","7467","Tasmania","Australia","95.91","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Lilydale","1965 Main Road","Lilydale","7268","Tasmania","Australia","95.91","","","900","","",""
"Supermarket and Grocery Stores","IGA","SUPA IGA Shearwater","30 Boulevard St","Shearwater","7307","Tasmania","Australia","97.52","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Devonport Valley Road","33 Valley Road","Devonport","7310","Tasmania","Australia","98.47","","","500","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Richmond","29 Bridge Street","Richmond","7025","Tasmania","Australia","98.54","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press East Devonport","59 Wright Street","East Devonport","7310","Tasmania","Australia","98.65","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Devonport Hill Street Grocer","48-54 Oldaker Street","Devonport","7310","Tasmania","Australia","99.36","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Devonport Fourways","99 Oldaker Street","Devonport","7310","Tasmania","Australia","99.5","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Rosetta","502 Main Road","Montrose","7010","Tasmania","Australia","99.53","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Rosebery","Agnes Street","Rosebery","7470","Tasmania","Australia","101.16","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Local Grocer Risdon Vale","38 Sugarloaf Road, Risdon Vale, TAS, Australia","Risdon Vale","7016","Tasmania","Australia","101.74","","","","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday George Town","103-105 Friend Street","George Town","7253","Tasmania","Australia","103.77","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress New Town Hill Street Grocer","2 Augusta Road","Mount Stuart","7000","Tasmania","Australia","105.46","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Lindisfarne","121 East Derwent Highway","Lindisfarne","7015","Tasmania","Australia","105.74","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress West Hobart Hill Street Grocer","107 Hill Street","West Hobart","7000","Tasmania","Australia","106.6","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Ulverstone Railway Supermarket","19-19a Alexandra Road","Ulverstone","7315","Tasmania","Australia","106.61","","","600","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press South Riana","1705 Pine Road","South Riana","7316","Tasmania","Australia","107.36","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press West Ulverstone","50 Queen Street","West Ulverstone","7315","Tasmania","Australia","107.76","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Orford","5 Charles Street","Orford","7190","Tasmania","Australia","112.02","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Triabunna","Cnr Charles & Vicary Streets","Triabunna","7190","Tasmania","Australia","112.17","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Swansea","13 Franklin Street","Swansea","7190","Tasmania","Australia","112.66","","","300","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Swansea","8 Franklin Street","Swansea","7190","Tasmania","Australia","112.91","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Rokeby","1 Hart Place","Rokeby","7019","Tasmania","Australia","113.15","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-Press Zeehan Pringles","31 Main Street","Zeehan","7469","Tasmania","Australia","114.46","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Huonville","19 Main Road","Huonville","7109","Tasmania","Australia","114.87","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Penguin","59 Main Road","Penguin","7316","Tasmania","Australia","114.94","","","300","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Penguin","66 Main Road","Penguin","7316","Tasmania","Australia","114.96","","","200","","",""
"Supermarket and Grocery Stores","IGA","Foster IGA","58 Main Street","Penguin","7316","Tasmania","Australia","115.0","","","500","","",""
"Supermarket and Grocery Stores","IGA","Patrick's IGA Strahan","1 Reid St, Strahan TAS 7468, Australia","Strahan","7468","Tasmania","Australia","115.33","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Lauderdale Hill Street Grocer","528 South Arm Road","Lauderdale","7021","Tasmania","Australia","117.07","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Scottsdale","6 George Street","Scottsdale","7260","Tasmania","Australia","117.45","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Dodges Ferry Hill Street Grocer","60 Carlton Beach Road","Dodges Ferry","7173","Tasmania","Australia","118.29","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Blackmans Bay Hill Street Grocer","5 Opal Drive","Blackmans Bay","7052","Tasmania","Australia","118.59","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Wivenhoe","22 Main Road","Wivenhoe","7320","Tasmania","Australia","125.05","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Burnie","11a Wiseman Street","Shorewell Park","7320","Tasmania","Australia","126.84","","","700","","",""
"Supermarket and Grocery Stores","IGA","Kelty's IGA Xpress Bridport","83 Main Street","Bridport","7262","Tasmania","Australia","127.15","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Bridport","109A Main Street","Bridport","7262","Tasmania","Australia","127.27","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Geeveston","9 Church Street","Geeveston","7116","Tasmania","Australia","127.53","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA X-press Branxholm","4 Scott Street","Branxholm","7261","Tasmania","Australia","127.82","","","500","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Burnie","56 West Park Grove","Park Grove","7320","Tasmania","Australia","128.27","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Cygnet","28 Mary Street","Cygnet","7112","Tasmania","Australia","129.43","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Saint Marys","38 Main Road","St Marys","7215","Tasmania","Australia","131.56","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Saint Marys Hillys","56 Main Street","St Marys","7215","Tasmania","Australia","131.83","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Somerset","39 Wragg Street","Somerset","7322","Tasmania","Australia","132.17","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Somerset","51 Wragg Street","Somerset","7322","Tasmania","Australia","132.27","","","700","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Bicheno","39 Foster Street","Bicheno","7215","Tasmania","Australia","132.47","","","500","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Wynyard","36 Park Street","Wynyard","7325","Tasmania","Australia","142.13","","","700","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Dover","Cnr Huon Highway & Station Road","Dover","7117","Tasmania","Australia","144.88","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Nubeena","Main Road","Nubeena","7184","Tasmania","Australia","146.29","","","400","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Nubeena","1856 Main Road","Nubeena","7184","Tasmania","Australia","147.79","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday St Helens","23 Cecilia Street","St Helens","7216","Tasmania","Australia","149.48","","","800","","",""
"Supermarket and Grocery Stores","IGA","IGA St Helens Bay of Fires","33 Cecilia Street","St Helens","7216","Tasmania","Australia","149.52","","","2200","","",""
"Supermarket and Grocery Stores","IGA","IGA Everyday Smithton","72 Emmett Street","Smithton","7330","Tasmania","Australia","187.06","","","900","","",""
"Supermarket and Grocery Stores","IGA","IGA Xpress Whitemark","3 Patrick Street","Whitemark","7255","Tasmania","Australia","238.41","","","400","","",""
"Supermarket and Grocery Stores","Woolworths","Deloraine","78 Emu Bay Road","Deloraine","7304","Tasmania","Australia","56.11","","","2700","","",""
"Supermarket and Grocery Stores","Woolworths","Prospect Vale","350-358 Westbury Road","Prospect Vale","7250","Tasmania","Australia","69.71","","","3100","","",""
"Supermarket and Grocery Stores","Woolworths","Kings Meadows","111 Hobart Road","Kings Meadows","7249","Tasmania","Australia","72.66","","","4200","","",""
"Supermarket and Grocery Stores","Woolworths","Launceston","36 - 40 Wellington Street","Launceston","7250","Tasmania","Australia","74.07","","","3900","","",""
"Supermarket and Grocery Stores","Woolworths","Riverside","310 West Tamar Highway","Riverside","7250","Tasmania","Australia","75.45","","","2200","","",""
"Supermarket and Grocery Stores","Woolworths","Mowbray","262 Invermay Road","Mowbray","7248","Tasmania","Australia","77.52","","","3900","","",""
"Supermarket and Grocery Stores","Woolworths","Legana","2 - 12 Legana Grove","Legana","7277","Tasmania","Australia","78.6","","","3500","","",""
"Supermarket and Grocery Stores","Woolworths","New Norfolk","51-61 George Street","New Norfolk","7140","Tasmania","Australia","88.72","","","1700","","",""
"Supermarket and Grocery Stores","Woolworths","Green Point","28 Green Point Road","Bridgewater","7030","Tasmania","Australia","90.18","","","3200","","",""
"Supermarket and Grocery Stores","Woolworths","Claremont","35 Main Road","Claremont","7011","Tasmania","Australia","95.67","","","3400","","",""
"Supermarket and Grocery Stores","Woolworths","Port Sorell","11 Poyston Drive","Shearwater","7307","Tasmania","Australia","97.5","","","1800","","",""
"Supermarket and Grocery Stores","Woolworths","Devonport","74 Best Street","Devonport","7310","Tasmania","Australia","99.2","","","3500","","",""
"Supermarket and Grocery Stores","Woolworths","Northgate (Glenorchy)","387-393 Main Rd","Glenorchy","7010","Tasmania","Australia","100.44","","","4100","","",""
"Supermarket and Grocery Stores","Woolworths","Glenorchy","2 Cooper Street","Glenorchy","7010","Tasmania","Australia","100.83","","","4100","","",""
"Supermarket and Grocery Stores","Woolworths","Moonah","114 Main Road","Moonah","7009","Tasmania","Australia","102.62","","","2900","","",""
"Supermarket and Grocery Stores","Woolworths","George Town","8 Bathurst Street","George Town","7253","Tasmania","Australia","102.71","","","1800","","",""
"Supermarket and Grocery Stores","Woolworths","New Town","192-196 New Town Road","New Town","7008","Tasmania","Australia","104.12","","","4700","","",""
"Supermarket and Grocery Stores","Woolworths","Lindisfarne","6 Franklin Street","Lindisfarne","7015","Tasmania","Australia","105.03","","","1000","","",""
"Supermarket and Grocery Stores","Woolworths","Hobart City (Campbell St)","189 Campbell Street","Hobart","7000","Tasmania","Australia","106.61","","","1600","","",""
"Supermarket and Grocery Stores","Woolworths","Ulverstone","11 Crescent Street","Ulverstone","7315","Tasmania","Australia","106.99","","","3200","","",""
"Supermarket and Grocery Stores","Woolworths","Hobart CBD","44 Argyle St,","Hobart","7000","Tasmania","Australia","107.32","","","3200","","",""
"Supermarket and Grocery Stores","Woolworths","Eastlands (Tasmania)","26 Bligh Street","Rosny Park","7018","Tasmania","Australia","107.55","","","3600","","",""
"Supermarket and Grocery Stores","Woolworths","Sandy Bay","57 King Street","Sandy Bay","7005","Tasmania","Australia","108.7","","","4200","","",""
"Supermarket and Grocery Stores","Woolworths","Sorell","27 Cole Street","Sorell","7172","Tasmania","Australia","108.93","","","3300","","",""
"Supermarket and Grocery Stores","Woolworths","Shoreline","6 Shoreline Drive","Howrah","7018","Tasmania","Australia","110.46","","","3300","","",""
"Supermarket and Grocery Stores","Woolworths","Huonville","79 Main Road","Huonville","7109","Tasmania","Australia","114.55","","","3600","","",""
"Supermarket and Grocery Stores","Woolworths","Channel Court","Freeman Street","Kingston","7050","Tasmania","Australia","116.17","","","4000","","",""
"Supermarket and Grocery Stores","Woolworths","Kingston","37-39 Maranoa Road","Kingston","7050","Tasmania","Australia","116.28","","","4500","","",""
"Supermarket and Grocery Stores","Woolworths","Scottsdale","1 Victoria Street","Scottsdale","7260","Tasmania","Australia","117.02","","","2100","","",""
"Supermarket and Grocery Stores","Woolworths","Mount Street","230 Mount Street","Upper Burnie","7320","Tasmania","Australia","126.27","","","3800","","",""
"Supermarket and Grocery Stores","Woolworths","Wynyard","106 -110 Goldie St","Wynyard","7325","Tasmania","Australia","141.79","","","2400","","",""
"Supermarket and Grocery Stores","Woolworths","Smithton","142 Nelson Street","Smithton","7330","Tasmania","Australia","187.18","","","2200","","",""
