"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","Northern Medical Centre","Suite 1, 1568 Main North Road, Salisbury South SA 5106","Brahma Lodge","5106","South Australia","Australia","1111.67","Small","2","(08) 8250 2266"
"Clinical Services","All Medical Centres","Salisbury South","Unit 1 1568 Main North Road, Salisbury South SA 5106","Brahma Lodge","5106","South Australia","Australia","1111.67","Small","1","(08) 8250 2266"
"Clinical Services","All Medical Centres","Wonggangga Turtpandi Aboriginal Health Services","Cnr Church & Dale Streets, Port Adelaide SA 5015","Port Adelaide","5015","South Australia","Australia","1111.81","Small","1","(08) 8240 9611"
"Clinical Services","All Medical Centres","Dale Street Womens Health Service","47 Dale Street, Port Adelaide SA 5015","Port Adelaide","5015","South Australia","Australia","1111.83","Small","1","(08) 8444 0700"
"Clinical Services","All Medical Centres","Port Adelaide","117 Commercial Road, Port Adelaide SA 5015","Port Adelaide","5015","South Australia","Australia","1111.85","Small","1","(08) 8447 5164"
"Clinical Services","All Medical Centres","Corporate Health Group","136 Eastern Parade, Gillman SA 5013","Port Adelaide","5013","South Australia","Australia","1112.3","Small","2","(08) 8354 9800"
"Clinical Services","All Medical Centres","Manor Family Care","3/53-63 Northbri Ave, Salisbury East SA 5109","Salisbury East","5109","South Australia","Australia","1112.4","Small","2","(08) 8281 7977"
"Clinical Services","All Medical Centres","Concept Medical SA","Office 3, 6-14 Metro Parade, Mawson Lakes SA 5095","Mawson Lakes","5095","South Australia","Australia","1112.43","Small","1","(08) 7123 6424"
"Clinical Services","All Medical Centres","Trinity Medical and Westcare Specialist Centre","28 College Road, Port Adelaide SA 5015","Port Adelaide","5015","South Australia","Australia","1112.54","Midsized","8","(08) 8249 2000"
"Clinical Services","All Medical Centres","Greenwith Family Health Care","Shop 1, 222 Target Hill Road, Greenwith SA 5125","Greenwith","5109","South Australia","Australia","1112.55","Small","4","(08) 8288 1441"
"Clinical Services","All Medical Centres","McIntyre Medical Centre","33 McIntyre Rd, Para Hills West SA 5096","Para Hills West","5096","South Australia","Australia","1112.56","Midsized","6","(08) 8465 1700"
"Clinical Services","All Medical Centres","Goodwill Medical Centre","30-32 Main Street, Mawson Lakes SA 5095","Mawson Lakes","5095","South Australia","Australia","1112.6","Small","1","(08) 8260 5600"
"Clinical Services","All Medical Centres","Bartley Medical Centre","83 Fairford Tce, West Lakes Shore SA 5020","West Lakes Shore","5020","South Australia","Australia","1112.6","Midsized","8","(08) 8341 5666"
"Clinical Services","All Medical Centres","ReproMed","8b Light Common, Mawson Lakes SA 5095","Mawson Lakes","5095","South Australia","Australia","1112.63","Small","2","(08) 8333 8111"
"Clinical Services","All Medical Centres","Mawson Lakes Medical Centre","The Promenade, 12 Main Road, Mawson Lakes SA 5095","Mawson Lakes","5017","South Australia","Australia","1112.83","Midsized","6","(08) 8359 5133"
"Clinical Services","All Medical Centres","Adelaide Disability Medical Services","Level 1, Shop 15c, 1-7 Main Street, Mawson Lakes SA 5095","Mawson Lakes","5017","South Australia","Australia","1112.87","Small","3","(08) 8121 8367"
"Clinical Services","All Medical Centres","Rosewater Family Practice","54 Grand Junction Road, Rosewater SA 5013","Rosewater","5013","South Australia","Australia","1112.95","Small","2","(08) 8447 7117"
"Clinical Services","All Medical Centres","Mawson Lakes Healthcare","Innovation House, 50 Mawson Lakes Blvd, Mawson Lakes SA 5095","Mawson Lakes","5093","South Australia","Australia","1113.32","Small","4","(08) 8359 6266"
"Clinical Services","All Medical Centres","Grand Health Medical Centre","156A Grand Junction Road, Rosewater SA 5013","Ottoway","5015","South Australia","Australia","1113.34","Small","3","(08) 8241 2121"
"Clinical Services","All Medical Centres","Para Hills Medical Clinic","513 Bridge Road, Para Hills SA 5096","Para Hills","5096","South Australia","Australia","1113.38","Small","4","(08) 8258 1033"
"Clinical Services","All Medical Centres","Primary Old Port Road Medical & Dental Centre","1202-1210 Old Port Road, Royal Park SA 5014","Royal Park","5014","South Australia","Australia","1113.44","Midsized","10","(08) 8447 0000"
"Clinical Services","All Medical Centres","Health Sense Medical Centre","The Stables Shopping Centre, Cnr Crouch & Golden Grove Road, Golden Grove SA 5125","Golden Grove","5109","South Australia","Australia","1113.8","Large","11","(08) 8251 3885"
"Clinical Services","All Medical Centres","Addison Road Surgery","Suite 1, 75 Addison Road, Pennington SA 5013","Pennington","2541","South Australia","Australia","1113.89","Small","1","(08) 8341 1335"
"Clinical Services","All Medical Centres","Groveway Medical Centre","The Grove Shopping Centre, Shop MM02, Lot 1037, The Golden Way, Golden Grove SA 5125","Golden Grove","5107","South Australia","Australia","1113.97","Small","1","(08) 7228 0000"
"Clinical Services","All Medical Centres","Adelaide Injury Clinic","690 South Road, Wingfield SA 5013","Wingfield","5013","South Australia","Australia","1113.99","Small","2","(08) 7078 6251"
"Clinical Services","All Medical Centres","Golden Way Medical Centre","Lot 2, 1040 The Golden Way, Golden Grove SA 5125","Golden Grove","5125","South Australia","Australia","1114.21","Midsized","5","(08) 8282 6700"
"Clinical Services","All Medical Centres","Para Hills 365 Days Medical Centre","1 Wilkinson Road, Para Hills SA 5096","Para Hills","5096","South Australia","Australia","1114.21","Large","12","(08) 7231 1988"
"Clinical Services","All Medical Centres","Golden Grove Family Health Care","205 The Golden Way, Golden Grove SA 5125","Golden Grove","5125","South Australia","Australia","1114.22","Large","16","(08) 8289 1222"
"Clinical Services","All Medical Centres","Montague Farm Medical Centre","Shop 8, 2 Montague Road, Pooraka SA 5095","Pooraka","5095","South Australia","Australia","1114.3","Midsized","7","(08) 8359 4222"
"Clinical Services","All Medical Centres","Pooraka","Unit 8 2 Montague Road, Pooraka SA 5095","Pooraka","5095","South Australia","Australia","1114.36","Small","2","(08) 8359 4222"
"Clinical Services","All Medical Centres","Hendon Medical Centre","1114 Old Port Road, Hendon SA 5014","Hendon","5014","South Australia","Australia","1114.38","Small","1","(08) 8447 4444"
"Clinical Services","All Medical Centres","West Lakes Medical Centre","151 Brebner Drive, West Lakes SA 5021","West Lakes","5021","South Australia","Australia","1114.38","Small","1","(08) 8356 0166"
"Clinical Services","All Medical Centres","One Care Medical Centre","1 Addison Road, Pennington SA 5013","Pennington","5084","South Australia","Australia","1114.53","Midsized","6","(08) 8341 1011"
"Clinical Services","All Medical Centres","Sonic HealthPlus","Corner Grand Junction Road  & South Road, Wingfield SA 5013","Wingfield","5013","South Australia","Australia","1114.6","Small","2","(08) 8139 5000"
"Clinical Services","All Medical Centres","Hanson Road Medical Clinic","193 Hanson Road, Athol Park SA 5012","Athol Park","2541","South Australia","Australia","1114.61","Midsized","5","(08) 8445 2070"
"Clinical Services","All Medical Centres","Golden Grove Health Centre","2-4 Sunnybrook Drive, Wynn Vale SA 5127","Wynn Vale","5127","South Australia","Australia","1114.65","Midsized","9","(08) 8251 4111"
"Clinical Services","All Medical Centres","Royal Park Family Practice","68-72 Tapleys Hill Road, Royal Park SA 5014","Royal Park","5014","South Australia","Australia","1114.69","Small","2","(08) 7089 6488"
"Clinical Services","All Medical Centres","Pooraka Clinic","803 Main North Road, Pooraka SA 5095","Pooraka","5095","South Australia","Australia","1114.79","Small","4","(08) 8260 2677"
"Clinical Services","All Medical Centres","Consulting Suites","128 Tapleys Hill Road, Royal Park SA 5014","Royal Park","5014","South Australia","Australia","1115.03","Small","1","(08) 8268 1532"
"Clinical Services","All Medical Centres","Flory HealthCare","138 Bridge Road, Pooraka SA 5095","Pooraka","5095","South Australia","Australia","1115.17","Small","4","(08) 8264 1322"
"Clinical Services","All Medical Centres","Westwood Medical Centre","'The Parks', 3/40-44 Trafford Street, Angle Park SA 5010","Angle Park","5010","South Australia","Australia","1115.23","Small","3","(08) 8300 7200"
"Clinical Services","All Medical Centres","Angle Park","Unit 3 40-44 Trafford Street, Angle Park SA 5010","Angle Park","5010","South Australia","Australia","1115.23","Small","1","(08) 8300 7200"
"Clinical Services","All Medical Centres","St Clair Medical & Dental","St Clair Village Shopping Centre, 40 Cheltenham Parade, St Clair SA 5011","Woodville","2541","South Australia","Australia","1115.24","Small","4","(08) 8463 1388"
"Clinical Services","All Medical Centres","Family Medical Practice - Para Vista","Shop 4, 93 Milne Road, Para Vista SA 5093","Para Vista","5093","South Australia","Australia","1115.48","Small","2","(08) 8264 8721"
"Clinical Services","All Medical Centres","Ladywood Clinic","184 Ladywood Rd, Modbury Heights SA 5092","Modbury Heights","5092","South Australia","Australia","1115.53","Small","3","(08) 8263 6521"
"Clinical Services","All Medical Centres","Woodville Gardens","64 Hanson Road, Woodville Gardens SA 5012","Woodville Gardens","5012","South Australia","Australia","1115.66","Small","1","(08) 8243 0999"
"Clinical Services","All Medical Centres","Woodville Gardens","52 Hanson Road, Woodville Gardens SA 5012","Woodville Gardens","5012","South Australia","Australia","1115.76","Small","1","(08) 8445 9400"
"Clinical Services","All Medical Centres","Woodville Gardens","44 Hanson Road, Woodville Gardens SA 5012","Woodville Gardens","5012","South Australia","Australia","1115.84","Small","1","(08) 8244 5544"
"Clinical Services","All Medical Centres","Surrey Downs Medical Centre","Cnr Golden Grove & Grenfell Rd, Surrey Downs SA 5126","Surrey Downs","5095","South Australia","Australia","1115.85","Midsized","7","(08) 8289 2666"
"Clinical Services","All Medical Centres","Ingle Farm Medical Centre","23 Roopena Street, Ingle Farm SA 5098","Ingle Farm","5098","South Australia","Australia","1116.13","Small","2","(08) 8265 2227"
"Clinical Services","All Medical Centres","Ingle Farm Family Practice","15 Roopena Street, Ingle Farm SA 5098","Ingle Farm","5092","South Australia","Australia","1116.17","Midsized","6","(08) 8263 1133"
"Clinical Services","All Medical Centres","Woodville Family Medical Practice","Unit 1, 98-102 Woodville Road, Woodville SA 5011","Woodville","5011","South Australia","Australia","1116.19","Midsized","6","(08) 8445 2618"
"Clinical Services","All Medical Centres","Health Sense Medical Centre","14 and T15 Fairview Green Shopping Centre, 325 Hancock Road, Fairview Park SA 5126","Fairview Park","5126","South Australia","Australia","1116.19","Small","1","(08) 7078 6188"
"Clinical Services","All Medical Centres","Blair Athol Medical Clinic","502 Main North Road, Blair Athol SA 5084","Blair Athol","5084","South Australia","Australia","1116.23","Midsized","6","(08) 8349 9292"
"Clinical Services","All Medical Centres","Medchoice Surgery","3 Hanson Road, Woodville North SA 5012","Woodville North","5012","South Australia","Australia","1116.36","Small","1","(08) 8347 2888"
"Clinical Services","All Medical Centres","Arndale Surgery","34 Gray Street, Kilkenny SA 5009","Kilkenny","5009","South Australia","Australia","1116.36","Small","1","(08) 8244 1745"
"Clinical Services","All Medical Centres","Adelaide Medical Solutions","850 Port Road, Woodville South SA 5011","Woodville South","5011","South Australia","Australia","1116.61","Midsized","7","(08) 8440 5200"
"Clinical Services","All Medical Centres","Woodville South GP","4 Woodville Road, Woodville South SA 5011","Woodville South","5011","South Australia","Australia","1116.81","Small","1","(08) 8166 0880"
"Clinical Services","All Medical Centres","Seaton Medical & Specialist Centre","175 Trimmer Parade, Seaton SA 5023","Seaton","5023","South Australia","Australia","1116.81","Small","2","(08) 8345 1369"
"Clinical Services","All Medical Centres","Grange Medical Centre","314 Military Road, Grange SA 5022","Grange","5022","South Australia","Australia","1116.84","Midsized","7","(08) 8235 9333"
"Clinical Services","All Medical Centres","Modbury North Medical Centre","8 Deborah Grove, Modbury North SA 5092","Modbury North","5092","South Australia","Australia","1116.9","Midsized","9","(08) 8264 7824"
"Clinical Services","All Medical Centres","Kilburn","Shop 55/ 400 Churchill Road, Kilburn SA 5084","Kilburn","5084","South Australia","Australia","1116.93","Small","3","(08) 8282 5941"
"Clinical Services","All Medical Centres","Churchill Centre Family Practice","Shop 55, 400 Churchill Road, Kilburn North SA 5084","Kilburn","5084","South Australia","Australia","1116.96","Small","3","(08) 8262 5941"
"Clinical Services","All Medical Centres","Clovercrest Family Practice","Shop 12, 429 Montague Road, Modbury SA 5092","Modbury","5098","South Australia","Australia","1117.0","Midsized","7","(08) 8264 8387"
"Clinical Services","All Medical Centres","Northfield Surgery","325 Hampstead Road, Northfield SA 5085","Northfield","5085","South Australia","Australia","1117.01","Small","3","(08) 8349 8686"
"Clinical Services","All Medical Centres","Prospect Road Medical Clinic","347-349 Prospect Road, Blair Athol SA 5084","Blair Athol","5084","South Australia","Australia","1117.15","Small","2","(08) 8262 3327"
"Clinical Services","All Medical Centres","Waikerie Medical Centre","2 Strangman Road, Waikerie SA 5330","Waikerie","5330","South Australia","Australia","1117.19","Midsized","6","(08) 8541 3500"
"Clinical Services","All Medical Centres","Priority Care Medical","707 Port Road, Woodville Park SA 5011","Woodville Park","5011","South Australia","Australia","1117.2","Small","3","(08) 8448 1222"
"Clinical Services","All Medical Centres","Re:You","699 Port Road, Woodville SA 5011","Woodville Park","5011","South Australia","Australia","1117.24","Midsized","5","(08) 8448 1915"
"Clinical Services","All Medical Centres","Generations Family Medical Practice","Shop 19, 113-131 Days Road, Croydon Park SA 5008","Croydon Park","5008","South Australia","Australia","1117.34","Small","3","(08) 8340 3777"
